"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"2377","Montipora_capitata_HIv3___Scaffold_11_832609","Montipora_capitata_HIv3___RNAseq.g27922.t1",0.822452047561811,0.0121951754858884,0.107578464482131,158,-23,"2 20","925 950",21,"71.43%","76.19%"
"2378","Montipora_capitata_HIv3___Scaffold_3_148198","Montipora_capitata_HIv3___RNAseq.g42457.t1",0.834813563437819,0.00991850197242195,0.0990537822893409,169,-20.68,"2 20","69 90",18,"77.78%","94.44%"
"2379","Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g12734.t1",0.798370094245425,0.0175189411874654,0.125031556763168,160,-23.57,"2 23","548 570",21,"61.90%","85.71%"
"2380","Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g49397.t1",0.743282589960846,0.034571062241878,0.168517267316494,153,-22.38,"2 20","297 319",18,"72.22%","77.78%"
"2381","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g1163.t1",-0.721596764116319,0.0433094928906615,0.187004509904173,158,-20.33,"2 20","543 568",20,"75.00%","75.00%"
"2382","Montipora_capitata_HIv3___Scaffold_8_580085","Montipora_capitata_HIv3___RNAseq.g39324.t1",0.825443141992588,0.0116168843377173,0.105490577534906,157,-20.06,"2 23","817 842",23,"65.22%","73.91%"
"2383","Montipora_capitata_HIv3___Scaffold_14_981912","Montipora_capitata_HIv3___RNAseq.g5943.t1",0.758091217164395,0.0292807566214697,0.156232579480779,156,-24.45,"2 19","345 372",20,"70.00%","85.00%"
"2384","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___TS.g18014.t1",-0.906400665621889,0.00190880444444742,0.0564171851562452,148,-24.13,"2 13","947 965",11,"81.82%","90.91%"
"2385","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___TS.g18014.t1",-0.906400665621889,0.00190880444444742,0.0564171851562452,151,-28.07,"2 17","963 986",20,"70.00%","75.00%"
"2386","Montipora_capitata_HIv3___Scaffold_8_571913","Montipora_capitata_HIv3___TS.g18014.t1",0.70999393404353,0.0484829463623293,0.197207358669847,140,-20.35,"2 9","18 41",7,"100.00%","100.00%"
"2387","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g24613.t1",0.942994894429626,0.000443533062524455,0.0385177959211805,158,-21,"2 23","270 293",21,"57.14%","80.95%"
"2388","Montipora_capitata_HIv3___Scaffold_186_1068044","Montipora_capitata_HIv3___TS.g38247.t1",-0.720284229524056,0.043877086732533,0.188140742923017,166,-24.06,"2 19","51 70",17,"76.47%","88.24%"
"2389","Montipora_capitata_HIv3___Scaffold_8_580085","Montipora_capitata_HIv3___RNAseq.g45619.t1",0.907695366074593,0.00183252336569369,0.0557012685335718,169,-22.17,"2 21","78 99",19,"78.95%","89.47%"
"2390","Montipora_capitata_HIv3___Scaffold_9_611209","Montipora_capitata_HIv3___RNAseq.g25799.t1",0.791607871195051,0.0192360216223375,0.130120824426644,169,-25.85,"2 20","500 524",20,"85.00%","85.00%"
"2391","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g2093.t1",0.716741358574614,0.0454315540518436,0.191222973656875,163,-25.51,"2 23","697 718",21,"71.43%","80.95%"
"2392","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g25385.t1",0.913647052703206,0.00150734091441593,0.0526863731900636,161,-20.07,"2 22","822 845",20,"60.00%","85.00%"
"2393","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g25262.t1",-0.855958238671615,0.00668755797839882,0.0854921692234589,146,-23.91,"2 20","330 354",19,"63.16%","73.68%"
"2394","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.14988_t",-0.872683166150596,0.00467926757265929,0.0750797439823797,151,-28.7,"2 22","740 762",20,"70.00%","70.00%"
"2395","Montipora_capitata_HIv3___Scaffold_8_558953","Montipora_capitata_HIv3___RNAseq.g41329.t1",0.837875523036127,0.00939996670449341,0.0969973585756491,160,-22.55,"2 13","652 673",11,"100.00%","100.00%"
"2396","Montipora_capitata_HIv3___Scaffold_14_984317","Montipora_capitata_HIv3___RNAseq.g39376.t1",0.825029485170445,0.0116958034489145,0.105802724928949,169,-20.56,"2 18","464 485",16,"81.25%","93.75%"
"2397","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g4708.t1",-0.867564781545123,0.00524547274465383,0.0781803874096928,144,-20.85,"2 18","693 714",19,"57.89%","78.95%"
"2398","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g40095.t1",0.854328591742926,0.00690822093575561,0.0864802791860401,167,-22.13,"2 17","60 83",16,"87.50%","93.75%"
"2399","Montipora_capitata_HIv3___Scaffold_11_742252","Montipora_capitata_HIv3___RNAseq.g50279.t1",-0.816594854957757,0.0133795008118236,0.111597706742261,180,-29.96,"2 17","559 576",15,"100.00%","100.00%"
"2400","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___TS.g14873.t1",0.871626687526943,0.00479274653514734,0.0757047999348629,185,-45.36,"2 18","7 25",16,"100.00%","100.00%"
"2401","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___TS.g43848.t1",-0.781247949090449,0.0220639173857033,0.137999633559617,157,-30.36,"2 21","376 402",24,"70.83%","79.17%"
"2402","Montipora_capitata_HIv3___Scaffold_9_611209","Montipora_capitata_HIv3___RNAseq.g2974.t1",0.878384026832796,0.00409669266084936,0.0719054729425574,160,-22.03,"2 22","845 868",21,"66.67%","80.95%"
"2403","Montipora_capitata_HIv3___Scaffold_4_288176","Montipora_capitata_HIv3___RNAseq.g30746.t1",-0.798976812299641,0.0173697665075262,0.124576449890345,166,-22.62,"2 22","104 130",23,"78.26%","82.61%"
"2404","Montipora_capitata_HIv3___Scaffold_5_361076","Montipora_capitata_HIv3___RNAseq.g14821.t1",-0.746748094550147,0.0332845993301284,0.165557455090781,158,-20.01,"2 15","78 96",13,"84.62%","92.31%"
"2405","Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g6370.t2",0.766961846590396,0.0263668111240826,0.149097531670096,155,-25.24,"2 21","744 769",21,"71.43%","71.43%"
"2406","Montipora_capitata_HIv3___Scaffold_9_611209","Montipora_capitata_HIv3___RNAseq.g33374.t1",0.936183659451805,0.000619033323586712,0.0417209643851107,155,-22.24,"2 18","959 980",16,"81.25%","81.25%"
"2407","Montipora_capitata_HIv3___Scaffold_11_832609","Montipora_capitata_HIv3___RNAseq.g28921.t1",-0.810072659788113,0.0147807280948877,0.116359891813042,161,-20.73,"2 18","418 440",16,"75.00%","87.50%"
"2408","Montipora_capitata_HIv3___Scaffold_2_63883","Montipora_capitata_HIv3___RNAseq.g22028.t1",0.910745733755253,0.00166070327613218,0.0541483652518814,142,-20.56,"2 15","838 861",13,"69.23%","76.92%"
"2409","Montipora_capitata_HIv3___Scaffold_2_97469","Montipora_capitata_HIv3___RNAseq.g34912.t1b",0.878123743325904,0.00412221184928884,0.0720295079746685,165,-20.27,"2 23","869 893",22,"72.73%","77.27%"
"2410","Montipora_capitata_HIv3___Scaffold_8_483169","Montipora_capitata_HIv3___RNAseq.g11848.t1",0.707743835184378,0.0495271816272708,0.199214896431431,152,-22.24,"2 20","601 621",18,"72.22%","77.78%"
"2411","Montipora_capitata_HIv3___Scaffold_9_618173","Montipora_capitata_HIv3___RNAseq.g20746.t1",-0.818979079386778,0.0128890482312406,0.109979705166865,167,-20.34,"2 16","34 53",14,"85.71%","100.00%"
"2412","Montipora_capitata_HIv3___Scaffold_2_95308","Montipora_capitata_HIv3___RNAseq.g18073.t1",0.835894825886738,0.00973337294270645,0.0983145443796616,146,-20.01,"2 21","265 292",25,"64.00%","68.00%"
"2413","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___TS.g12005.t1",-0.752095470907098,0.0313578505612147,0.161122273991387,163,-22.97,"2 20","25 46",18,"72.22%","83.33%"
"2414","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g25097.t1",-0.742315176190877,0.0349355257104927,0.169322655382605,144,-23.44,"2 21","538 558",19,"63.16%","73.68%"
"2415","Montipora_capitata_HIv3___Scaffold_8_529775","Montipora_capitata_HIv3___RNAseq.g995.t1",0.716826444946074,0.04539383780999,0.191157550943291,160,-23.93,"2 23","68 90",21,"66.67%","80.95%"
"2416","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g6804.t1",-0.853197819757343,0.00706403248252509,0.0871519877688064,143,-20.49,"2 20","205 228",18,"61.11%","66.67%"
"2417","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g6804.t1",-0.853197819757343,0.00706403248252509,0.0871519877688064,153,-20.58,"2 20","786 808",18,"72.22%","77.78%"
"2418","Montipora_capitata_HIv3___Scaffold_3_148198","Montipora_capitata_HIv3___RNAseq.g37016.t1",0.797318885871562,0.0177792962623361,0.125788015723655,172,-21.49,"2 22","669 692",21,"80.95%","80.95%"
"2419","Montipora_capitata_HIv3___Scaffold_2_63883","Montipora_capitata_HIv3___RNAseq.g12099.t1",0.891512349360211,0.0029380378689982,0.0642920692905828,157,-20.9,"2 22","909 932",20,"65.00%","75.00%"
"2420","Montipora_capitata_HIv3___Scaffold_10_721713","Montipora_capitata_HIv3___RNAseq.g12897.t1",0.876358340937984,0.00429800299954946,0.0730019921890477,158,-21.19,"2 20","451 472",19,"73.68%","78.95%"
"2421","Montipora_capitata_HIv3___Scaffold_10_721713","Montipora_capitata_HIv3___RNAseq.g12897.t1",0.876358340937984,0.00429800299954946,0.0730019921890477,161,-27.66,"2 14","589 609",12,"91.67%","100.00%"
"2422","Montipora_capitata_HIv3___Scaffold_11_817971","Montipora_capitata_HIv3___RNAseq.g12897.t1",0.876358340937984,0.00429800299954946,0.0730019921890477,158,-21.19,"2 20","451 472",19,"73.68%","78.95%"
"2423","Montipora_capitata_HIv3___Scaffold_11_817971","Montipora_capitata_HIv3___RNAseq.g12897.t1",0.876358340937984,0.00429800299954946,0.0730019921890477,161,-27.66,"2 14","589 609",12,"91.67%","100.00%"
"2424","Montipora_capitata_HIv3___Scaffold_151_1064446","Montipora_capitata_HIv3___RNAseq.g12897.t1",0.876358340937984,0.00429800299954946,0.0730019921890477,158,-21.19,"2 20","451 472",19,"73.68%","78.95%"
"2425","Montipora_capitata_HIv3___Scaffold_151_1064446","Montipora_capitata_HIv3___RNAseq.g12897.t1",0.876358340937984,0.00429800299954946,0.0730019921890477,161,-27.66,"2 14","589 609",12,"91.67%","100.00%"
"2426","Montipora_capitata_HIv3___Scaffold_2_63883","Montipora_capitata_HIv3___RNAseq.g14098.t1",-0.710284305180365,0.048349164626441,0.196946206273245,148,-20.22,"2 23","329 357",26,"57.69%","73.08%"
"2427","Montipora_capitata_HIv3___Scaffold_2_63883","Montipora_capitata_HIv3___RNAseq.g14098.t1",-0.710284305180365,0.048349164626441,0.196946206273245,157,-28.34,"2 16","427 449",14,"85.71%","92.86%"
"2428","Montipora_capitata_HIv3___Scaffold_14_981912","Montipora_capitata_HIv3___RNAseq.g23158.t1",0.72177858645093,0.0432312180617888,0.186839823448828,164,-20.48,"2 21","81 105",19,"73.68%","78.95%"
"2429","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___TS.g15787.t1",-0.810370716413993,0.0147147717178867,0.116155897253026,151,-21.87,"2 21","89 115",22,"68.18%","68.18%"
"2430","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___TS.g15787.t1",0.853536349192196,0.00701715290680999,0.0869594595109573,169,-27.92,"2 23","159 183",22,"72.73%","81.82%"
"2431","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___RNAseq.g20738.t1a",-0.709820975541627,0.0485627387645139,0.197366677088712,154,-20.61,"2 21","80 103",21,"71.43%","76.19%"
"2432","Montipora_capitata_HIv3___Scaffold_8_483169","Montipora_capitata_HIv3___RNAseq.g41210.t1",-0.873222806887441,0.004621976210159,0.0748355886930304,158,-23.14,"2 22","799 819",20,"75.00%","75.00%"
"2433","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g1960.t1a",0.763625008318447,0.0274408606196961,0.151765583981005,145,-20.63,"2 20","418 447",24,"62.50%","70.83%"
"2434","Montipora_capitata_HIv3___Scaffold_9_599461","Montipora_capitata_HIv3___RNAseq.g1960.t1a",0.835401999209003,0.0098174780763385,0.0986546242271905,175,-27.5,"2 22","421 442",20,"85.00%","85.00%"
"2435","Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g50271.t1",-0.929829344846843,0.000818965493298848,0.0447117884252624,163,-29.11,"2 22","532 554",20,"70.00%","85.00%"
"2436","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g13307.t1",0.823708861622305,0.0119500227541726,0.106714300804834,162,-22.33,"2 22","923 946",21,"71.43%","85.71%"
"2437","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g22198.t1b",0.829122684187451,0.0109296772710463,0.102963911620725,164,-20.51,"2 23","393 422",27,"66.67%","77.78%"
"2438","Montipora_capitata_HIv3___Scaffold_2_63883","Montipora_capitata_HIv3___RNAseq.g24179.t1",-0.76977542477894,0.0254816889277776,0.146955466564137,144,-22.98,"2 23","750 778",26,"57.69%","69.23%"
"2439","Montipora_capitata_HIv3___Scaffold_2_95308","Montipora_capitata_HIv3___RNAseq.g9244.t1",-0.745278726997672,0.0338264117694029,0.166786181170178,163,-26.27,"2 21","622 645",21,"76.19%","76.19%"
"2440","Montipora_capitata_HIv3___Scaffold_8_558953","Montipora_capitata_HIv3___RNAseq.g9244.t1",-0.748308519264388,0.0327150668088291,0.164248023883468,163,-22.68,"2 21","622 645",21,"76.19%","76.19%"
"2441","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g26825.t1",-0.944581709907814,0.000408010477513049,0.0380186949172041,157,-20.26,"2 19","908 931",18,"72.22%","83.33%"
"2442","Montipora_capitata_HIv3___Scaffold_8_558953","Montipora_capitata_HIv3___RNAseq.g26825.t1",-0.920372749133658,0.00118801309954649,0.0491642133387666,150,-21.45,"2 20","909 931",19,"63.16%","78.95%"
"2443","Montipora_capitata_HIv3___Scaffold_8_483169","Montipora_capitata_HIv3___RNAseq.g5320.t1",0.772401242426331,0.0246724355647422,0.144905703976159,159,-25.61,"2 21","201 224",20,"70.00%","80.00%"
"2444","Montipora_capitata_HIv3___Scaffold_2_63883","Montipora_capitata_HIv3___RNAseq.g43563.t1",0.892677024987553,0.00284700862911649,0.0636411311131484,148,-20.22,"2 23","678 706",26,"57.69%","73.08%"
"2445","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g4937.t1",0.877614362102009,0.00417244920062183,0.0723034876748382,146,-26.39,"2 22","577 601",22,"63.64%","72.73%"
"2446","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g49951.t1",0.81295512726545,0.0141506233557087,0.114270007662778,156,-21.76,"2 23","105 134",27,"62.96%","74.07%"
"2447","Montipora_capitata_HIv3___Scaffold_9_599461","Montipora_capitata_HIv3___RNAseq.g35630.t1",0.789968084177194,0.0196675919186511,0.131388468640964,154,-23.63,"2 19","346 368",17,"70.59%","76.47%"
"2448","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g6020.t1a",-0.908465931765939,0.00178807862738137,0.0552864293427216,141,-23.44,"2 18","290 305",16,"68.75%","75.00%"
"2449","Montipora_capitata_HIv3___Scaffold_2_97469","Montipora_capitata_HIv3___RNAseq.g11185.t1",0.721801989375111,0.0432211492904319,0.186815183043049,166,-20.29,"2 23","524 547",21,"66.67%","80.95%"
"2450","Montipora_capitata_HIv3___Scaffold_9_611209","Montipora_capitata_HIv3___RNAseq.g24730.t1",-0.790117010841936,0.0196281495450542,0.131282286674624,159,-20.38,"2 22","786 807",20,"70.00%","80.00%"
"2451","Montipora_capitata_HIv3___Scaffold_2_97469","Montipora_capitata_HIv3___RNAseq.g12174.t1",0.753003931177241,0.0310375010358032,0.160371860815656,149,-20.45,"2 23","90 115",23,"65.22%","65.22%"
"2452","Montipora_capitata_HIv3___Scaffold_9_618173","Montipora_capitata_HIv3___RNAseq.g34290.t1",0.752917473051997,0.0310679017325491,0.160433841967308,164,-21.3,"2 17","646 665",15,"80.00%","93.33%"
"2453","Montipora_capitata_HIv3___Scaffold_14_981912","Montipora_capitata_HIv3___RNAseq.g34245.t1",0.773935251442053,0.0242071306829153,0.14373035204599,159,-24.7,"2 18","12 38",18,"83.33%","83.33%"
"2454","Montipora_capitata_HIv3___Scaffold_9_611209","Montipora_capitata_HIv3___RNAseq.g27655.t1",0.777818101541474,0.0230537911902458,0.140664402446258,160,-23.49,"2 21","940 962",19,"68.42%","78.95%"
"2455","Montipora_capitata_HIv3___Scaffold_11_832609","Montipora_capitata_HIv3___TS.g6446.t1",0.717793258637502,0.0449666066799191,0.190332024774154,142,-20.15,"2 11","310 332",9,"88.89%","88.89%"
"2456","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g21026.t1",0.90209882301016,0.00217699410198088,0.0586737108793964,171,-24.97,"2 22","618 642",22,"77.27%","86.36%"
"2457","Montipora_capitata_HIv3___Scaffold_9_611209","Montipora_capitata_HIv3___TS.g50882.t3",0.937990267180001,0.000568721429678516,0.040914404722997,157,-20.86,"2 22","911 933",20,"65.00%","75.00%"
"2458","Montipora_capitata_HIv3___Scaffold_9_599461","Montipora_capitata_HIv3___RNAseq.g28234.t1",0.895726991060895,0.00261732652052692,0.0620792387511201,151,-23.46,"2 22","857 884",25,"64.00%","72.00%"
"2459","Montipora_capitata_HIv3___Scaffold_186_1068044","Montipora_capitata_HIv3___RNAseq.g14338.t1",-0.960439499483014,0.000150227586436351,0.0315056103253495,186,-38.52,"2 19","162 181",17,"94.12%","100.00%"
"2460","Montipora_capitata_HIv3___Scaffold_14_981912","Montipora_capitata_HIv3___RNAseq.g6201.t1",0.729362725047277,0.0400422888521174,0.180390770212909,161,-20.9,"2 24","95 123",26,"69.23%","73.08%"
"2461","Montipora_capitata_HIv3___Scaffold_2_63883","Montipora_capitata_HIv3___RNAseq.g6201.t1",0.782554475121496,0.0216939241606147,0.137013430993768,159,-21.08,"2 22","690 712",20,"70.00%","80.00%"
"2462","Montipora_capitata_HIv3___Scaffold_8_503091","Montipora_capitata_HIv3___RNAseq.g12559.t1",0.78917237447375,0.0198791687282411,0.132020725228258,169,-25.07,"2 23","104 128",22,"77.27%","77.27%"
"2463","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g14298.t1",0.790222463735977,0.0196002508139506,0.131219843020004,160,-21.43,"2 21","425 448",19,"68.42%","78.95%"
"2464","Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g43360.t1",0.870785653148536,0.00488433684794182,0.0762082587396024,149,-23.55,"2 14","722 745",12,"83.33%","83.33%"
"2465","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___RNAseq.g3859.t1",-0.793610047900554,0.0187171539181439,0.12860433909385,160,-24.18,"2 17","916 937",15,"73.33%","93.33%"
"2466","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g19171.t1",-0.857771042597339,0.00644744783194329,0.0844042557252909,160,-26.14,"2 17","867 885",15,"73.33%","93.33%"
"2467","Montipora_capitata_HIv3___Scaffold_9_581562","Montipora_capitata_HIv3___RNAseq.g19171.t1",-0.72646304740992,0.0412440336454232,0.182849385522202,160,-26.14,"2 17","867 885",15,"73.33%","93.33%"
"2468","Montipora_capitata_HIv3___Scaffold_8_558953","Montipora_capitata_HIv3___RNAseq.g4722.t1",0.732604364487801,0.0387243002174419,0.177621115615924,149,-20.38,"2 16","331 351",14,"78.57%","85.71%"
"2469","Montipora_capitata_HIv3___Scaffold_2_97469","Montipora_capitata_HIv3___RNAseq.g15784.t1",-0.742950867237906,0.0346957721927191,0.168778794857808,151,-20.04,"2 22","300 326",23,"65.22%","73.91%"
"2470","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g2989.t1",-0.859498425702145,0.00622385017050248,0.0833399544731305,145,-23.46,"2 10","858 876",8,"100.00%","100.00%"
"2471","Montipora_capitata_HIv3___Scaffold_9_599461","Montipora_capitata_HIv3___RNAseq.g42491.t1",0.767527034072766,0.0261875082353748,0.148662235821281,157,-30.41,"2 14","952 974",12,"91.67%","91.67%"
"2472","Montipora_capitata_HIv3___Scaffold_9_599461","Montipora_capitata_HIv3___RNAseq.g28779.t1",0.835220803328815,0.00984851625389393,0.0987728822887377,153,-24.48,"2 20","305 326",18,"72.22%","77.78%"
"2473","Montipora_capitata_HIv3___Scaffold_2_97469","Montipora_capitata_HIv3___RNAseq.g19904.t1",0.723324623563584,0.0425691074740382,0.185524608779841,163,-20.19,"2 22","845 867",20,"70.00%","85.00%"
"2474","Montipora_capitata_HIv3___Scaffold_8_547143","Montipora_capitata_HIv3___RNAseq.g404.t1",0.735775360726928,0.037460915907875,0.174855899639243,171,-24.81,"2 20","226 246",18,"77.78%","88.89%"
